round	value	daily_double	category	comments	answer	question	air_date	notes
2	600	no	HOLIDAYS & OBSERVANCES	-	In Taiwan, Teachers' Day, September 28, celebrates the birthday of this philosopher	Confucius	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	800	no	HOLIDAYS & OBSERVANCES	-	On June 11, the day that honors him, hundreds of leis are draped over his statue in front of Iolani Palace	King Kamehameha	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	1000	no	HOLIDAYS & OBSERVANCES	-	In Mexico March 21 is a national holiday because it's the birthday of this man, the "Abraham Lincoln" of Mexico	Benito Juarez	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	200	no	LAW & GOVERNMENT	-	During the Civil War this writ, ordering that the prisoner be brought before the court, was suspended	Habeas corpus	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	400	no	LAW & GOVERNMENT	-	This delaying tactic used in the Senate has been defined as "talking a bill to death\"	Fillibustering	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	600	no	LAW & GOVERNMENT	-	In 1989's Webster v. Reproductive Health Services, the Supreme Court nearly reversed this 1973 decision	Roe v. Wade	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	800	no	LAW & GOVERNMENT	-	2-word phrase for the power of the federal government to take private property for public use	Eminent domain	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	1000	no	LAW & GOVERNMENT	-	It's the legal process by which a person's citizenship can be taken away, or by which it may be given up	Expatriation	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	200	no	NONFICTION	-	Some of this talk show host's favorite recipes are featured in the bestseller "In the Kitchen with Rosie\"	Oprah Winfrey	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	400	no	NONFICTION	-	\"Fear of Fifty" is the first admitted autobiography by this "Fear of Flying" author	Erica Jong	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	600	no	NONFICTION	-	While teaching at Cornell, she wrote "Gorillas in the Mist\"	Dian Fossey	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	800	no	NONFICTION	-	An art enthusiast, this billionaire oilman wrote "Collector's Choice" & "The Joys of Collecting\"	Jean Paul Getty	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
2	1000	no	NONFICTION	-	His book "Memoirs of a Chinese Revolutionary" was published posthumously in 1927	Sun Yat-sen	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
3	0	no	ROYALTY	-	The last king of the Hellenes, he was the second to bear this name	King Constantine II (former King Constantine)	1994-11-14	1994 Tournament of Champions quarterfinal game 1.
1	100	no	MYTHS & LEGENDS	-	In Native American myth, Thunderbird's beating wings cause thunder & his flashing eyes create this	Lightning	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	200	no	MYTHS & LEGENDS	-	The legend of these one-eyed giants may have been inspired by miners who wore lamps on their foreheads	Cyclopses	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	300	no	MYTHS & LEGENDS	-	Also called lycanthropes, they revert to human form when they are wounded	Werewolves	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	400	no	MYTHS & LEGENDS	-	A mirage that may resemble castles in the air is called a Fata Morgana, Italian for this Arthurian sorceresses' name	Morgan le Fay	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	500	no	MYTHS & LEGENDS	-	This gigantic white bird of Arabian myth carries off elephants to its nest & devours them	Roc	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	100	no	SPORTS	-	The Iron Man Triathlon consists of a 2.4-mile swim, a 112-mile bike race & this 26.2-mile run	Marathon	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	200	no	SPORTS	-	On August 6, 1994 Jeff Gordon won the Brickyard 400, the first stock car race on this track	Indianapolis Motor Speedway	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	300	no	SPORTS	-	In the 1920s & 1930s Helen Wills Moody was the top-ranked women's player in this sport a record 9 times	Tennis	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	400	no	SPORTS	-	In 1930 this golfer became the first recipient of the AAU's Sullivan Award, as the year's top male athlete	Bobby Jones	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	500	no	SPORTS	-	This jockey is the only man to ride 2 Triple Crown winners: Whirlaway & Citation	Eddie Arcaro	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	100	no	NEWSPAPERS & MAGAZINES	-	Along with its famous 500 list of U.S. companies, this magazine also ranks the 50 largest U.S. banks	Fortune	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	200	no	NEWSPAPERS & MAGAZINES	-	From 1917 to 1929, Nikolai Bukharin was editor of this official Communist Party newspaper	Pravda	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	300	no	NEWSPAPERS & MAGAZINES	-	George Brown founded this Canadian city's Globe newspaper in 1844	Toronto	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	400	no	NEWSPAPERS & MAGAZINES	-	This insurance organization's List is one of London's oldest papers	Lloyd's of London	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	500	no	NEWSPAPERS & MAGAZINES	-	From 1925 to 1987 this magazine had just 2 editors: Harold Ross & William Shawn	The New Yorker	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	100	no	NOTABLE NAMES	-	In the 1860s Alexis Millardet saved this French beverage industry from a plant lice plague	Wine	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	200	no	NOTABLE NAMES	-	William Aspinwall built a railroad across this isthmus in the 1850s	Panama	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	300	no	NOTABLE NAMES	-	In 1967, Adrian Kantrowitz became the first in the United States & the second in the world to perform this operation	Heart transplant	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	400	no	NOTABLE NAMES	-	Around 1512 Bartolome de las Casas became the first priest ordained in the New World on this island	Hispaniola	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	2000	yes	NOTABLE NAMES	-	In 1951, this American biologist went to Cambridge, where his life became intwined with Francis Crick's	James D. Watson	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	100	no	U.S. CITIES	-	This Illinois city's lakefront on Lake Michigan is over 25 miles long	Chicago	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	200	no	U.S. CITIES	-	On August 11, 1683 William Penn issued a warrant to lay out this Delaware capital	Dover	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	300	no	U.S. CITIES	-	The Museum of Flight, south of this major city, features the Red Barn, Boeing's first plant building	Seattle	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	400	no	U.S. CITIES	-	A fountain at its Point State Park symbolizes the confluence of the Ohio, Monongahela & Allegheny Rivers	Pittsburgh	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	500	no	U.S. CITIES	-	Before a new facility was built, Love Field was this Texas city's main airport	Dallas	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	100	no	5-LETTER WORDS	-	This populous country is Hindio or Barato in Esperanto	India	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	200	no	5-LETTER WORDS	-	To touch lightly in passing, or to feed on growing grasses	Graze	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	300	no	5-LETTER WORDS	-	This word for a decorative sticker comes partly from calquer, meaning "to trace\"	Decal	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	400	no	5-LETTER WORDS	-	This large African antelope's name comes from the Dutch word for an elk	Eland	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	500	no	5-LETTER WORDS	-	The books of the Bible accepted as holy scripture, or the works of an author considered authentic	Canon	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	200	no	U.S. PRESIDENTS	-	In his will, he left a plot of land in Grandview, Missouri to his Masonic lodge	Harry S. Truman	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	400	no	U.S. PRESIDENTS	-	In 1902 he became the first layman chosen as president of Princeton	Woodrow Wilson	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	1000	yes	U.S. PRESIDENTS	-	Among the scandals of his administration were the Credit Mobilier & the Whiskey Ring	Ulysses S. Grant	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	800	no	U.S. PRESIDENTS	-	This president's nephew & the editor of the Washington Globe were part of his "Kitchen Cabinet\"	Andrew Jackson	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	1000	no	U.S. PRESIDENTS	-	In 1897 he was hired as a mining engineer at Coolgardie, Australia	Herbert Hoover	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	200	no	LANGUAGES	-	This language's mainland dialects are divided into 3 groups: Eastern, Western & Kyushu	Japanese	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	400	no	LANGUAGES	-	Written materials in this language date back to the Oaths of Strasbourg of 842	French	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	600	no	LANGUAGES	-	A variety of Malay called Bahasa Jakarta is spoken in the capital of this island nation	Indonesia	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	800	no	LANGUAGES	-	The language of the Faroe Islands is Faroese, but this national language is taught in schools	Danish	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	1000	no	LANGUAGES	-	This dialect is also called Northern Chinese	Mandarin	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	200	no	20th CENTURY WOMEN	-	The entries in her famous diary were addressed to an imaginary friend named Kitty	Anne Frank	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	400	no	20th CENTURY WOMEN	-	In 1942 she published "And Keep Your Powder Dry: An Anthropologist Looks at America\"	Margaret Mead	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	4000	yes	20th CENTURY WOMEN	-	Founder Candy Lightner partly funded this organization with insurance money from her daughter Cari's death	MADD (Mothers Against Drunk Driving)	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	800	no	20th CENTURY WOMEN	-	In 1986 Kerr-McGee Corporation agreed to pay her estate $1.38 million while admitting no blame	Karen Silkwood	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	1000	no	20th CENTURY WOMEN	-	Running under the slogan "Unbought and Unbossed", she became the first black woman in the U.S. Congress	Shirley Chisholm	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	200	no	ASTRONOMY	-	The Geminids is an important winter shower of these	Meteors	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	400	no	ASTRONOMY	-	The midday forecast for this planet is 750 degrees Fahrenheit & sunny	Mercury	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	600	no	ASTRONOMY	-	This Jovian feature is abbreviated GRS	the Great Red Spot	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	800	no	ASTRONOMY	-	One of these is annualar if a ring of the photosphere remains visible	Solar eclipse	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	1000	no	ASTRONOMY	-	Voyager II discovered six more moons around this planet; one is bigger than the previously known Nereid	Neptune	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	200	no	COLLECTIONS	-	Ted Schuler of Tennessee has 3,997 full bottles of this on his walls; take one down, pass it around & he has 3,996	Beer	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	400	no	COLLECTIONS	-	This Kentucky fort has a collection of World War II German vehicles & weapons worth its weight in gold	Fort Knox	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	600	no	COLLECTIONS	-	This St. Petersburg museum has the largest collection of Scythian jewelry	The Hermitage	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	800	no	COLLECTIONS	-	Known for its Hebraica collection, Hebrew University of Jerusalem bought 3 of these, found in 1947	Dead Sea Scrolls	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	1000	no	COLLECTIONS	-	This Oxford museum of art & archaeology opened in 1683 as Britain's first public museum	the Ashmolean Museum	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	200	no	PLAYS & PLAYWRIGHTS	-	Pierre de Beaumarchais wrote "The Marriage of" this wily valet of Count Almaviva of Andalusia	Figaro	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	400	no	PLAYS & PLAYWRIGHTS	-	At the end of this Beckett play, Vladimir & Estragon consider hanging themselves, but have no rope	Waiting for Godot	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	600	no	PLAYS & PLAYWRIGHTS	-	In a Jean Giraudoux play, Countess Aurelia is known as the "Mad Woman of" this part of Paris	Chaillot	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	800	no	PLAYS & PLAYWRIGHTS	-	In this Peter Shaffer play, Martin Dysart tells the story of Alan Strang, a disturbed adolescent	Equus	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
2	1000	no	PLAYS & PLAYWRIGHTS	-	This American playwright won the first of his four Pulitzer Prizes for 1920's "Beyond the Horizon\"	Eugene O'Neill	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
3	0	no	AFRICAN LANDMARKS	-	Discovered November 16, 1855, its Makalolo name, Mosioatunya, means "the smoke that thunders\"	Victoria Falls	1994-11-15	1994 Tournament of Champions quarterfinal game 2.
1	100	no	AMERICAN HISTORY	-	This traitor took a cut in rank from major general in the U.S. Army to brigadier general in the British Army	Benedict Arnold	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	200	no	AMERICAN HISTORY	-	In 1765 Dr. James Baker opened his first factory in Massachusetts to make this - how sweet!	Chocolate	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	300	no	AMERICAN HISTORY	-	Mormons say divine intervention sent these birds to stop a cricket infestation in 1848	Seagulls	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	400	no	AMERICAN HISTORY	-	In 1949 the Senate ratified this treaty that joined the U.S. with 11 others in a mutual defense pact	NATO (North Atlantic Treaty Organization)	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	500	yes	AMERICAN HISTORY	-	After losing his Senate seat to John F. Kennedy, he was made U.S. representative at the United Nations	Henry Cabot Lodge, Jr.	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	100	no	TV TO MOVIE STARS	-	\"Bosom Buddies" star who went on to make a "Big" splash in "Forrest Gump\"	Tom Hanks	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	200	no	TV TO MOVIE STARS	-	He looked "mahvelous" on "Soap" & "Saturday Night Live" before becoming a "City Slicker\"	Billy Crystal	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	300	no	TV TO MOVIE STARS	-	In 1978 "Grease" was the word for this Sweathog; in 1994 he was seen in "Pulp Fiction\"	John Travolta	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	400	no	TV TO MOVIE STARS	-	A guest part on "Happy Days" led to his own series; later, he gave a genie a voice	Robin Williams	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	500	no	TV TO MOVIE STARS	-	In 1994 this former "Family Ties" star got "Greedy" with Olivia d'Abo & Kirk Douglas	Michael J. Fox	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	100	no	STATE SYMBOLS	-	It's Texas' state dish, & it's con carne	Chili	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	200	no	STATE SYMBOLS	-	Oregon's state insect is the swallowtail, a type of this	Butterfly	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	300	no	STATE SYMBOLS	-	It's the state tree of West Virginia & Vermont	Sugar maple	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	400	no	STATE SYMBOLS	-	This natural-born mimic is the state bird of Tennessee	Mockingbird	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	500	no	STATE SYMBOLS	-	This often-carved mineral is Alaska's state gem	Jade	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
1	100	no	WOMEN	-	She helped found the Rancho Mirage, California drug treatment center named for her	Betty Ford	1994-11-16	1994 Tournament of Champions quarterfinal game 3.
